_id	Tarih	Omerli	Darlik	Elmali	Terkos	Alibey	Buyukcekmece	Sazlidere	Kazandere	Pabucdere	Istrancalar
3543	2020-12-09T00:00:00	65,90%	75,87%	37,49%	46,53%	21,16%	21,33%	13,65%	7,63%	7,51%	34,69%
3544	2020-09-13T00:00:00	65,47%	75,44%	37,20%	46,21%	21,16%	21,18%	13,31%	7,88%	7,57%	34,84%
3545	2020-09-14T00:00:00	65,04%	75,17%	36,83%	45,73%	21,10%	21,03%	13,11%	8,02%	7,67%	34,87%
3546	2020-09-15T00:00:00	64,40%	74,75%	36,47%	45,25%	21,10%	20,88%	13,04%	8,14%	7,73%	34,91%
3547	2020-09-16T00:00:00	63,83%	74,38%	36,10%	44,77%	21,10%	20,73%	12,78%	8,14%	7,73%	34,94%
3548	2020-09-17T00:00:00	63,40%	73,95%	35,67%	44,29%	21,10%	20,58%	12,56%	8,05%	7,76%	35,14%
3549	2020-09-18T00:00:00	62,76%	73,53%	35,30%	43,82%	21,10%	20,28%	12,60%	8,14%	7,73%	35,05%
3550	2020-09-19T00:00:00	62,13%	73,21%	34,94%	43,18%	21,10%	20,13%	12,04%	8,42%	7,85%	35,11%
3551	2020-09-20T00:00:00	61,71%	72,73%	34,65%	42,87%	21,05%	19,98%	11,76%	8,42%	7,89%	34,67%
3552	2020-09-21T00:00:00	61,07%	72,46%	34,28%	42,55%	21,10%	19,83%	11,64%	8,24%	7,92%	35,21%
3553	2020-09-22T00:00:00	60,52%	72,09%	33,84%	42,08%	21,10%	19,68%	11,56%	8,51%	8,05%	34,91%
3554	2020-09-23T00:00:00	60,03%	71,66%	33,59%	41,77%	21,10%	19,53%	11,37%	8,14%	8,12%	34,34%
3555	2020-09-24T00:00:00	59,40%	71,40%	33,19%	41,30%	21,10%	19,38%	11,23%	7,74%	8,14%	33,60%
3556	2020-09-25T00:00:00	58,91%	71,02%	32,93%	40,99%	21,10%	19,23%	11,05%	7,45%	8,14%	32,55%
3557	2020-09-26T00:00:00	58,32%	70,60%	32,53%	40,67%	21,10%	18,93%	10,95%	6,74%	8,14%	32,06%
3558	2020-09-27T00:00:00	57,68%	70,23%	32,24%	40,36%	21,10%	18,78%	10,85%	6,80%	8,17%	31,02%
3559	2020-09-28T00:00:00	56,85%	69,75%	31,80%	40,05%	21,16%	18,78%	10,76%	6,74%	8,17%	31,15%
3560	2020-09-29T00:00:00	56,17%	69,32%	31,47%	39,58%	21,16%	18,78%	10,58%	6,43%	8,17%	31,39%
3561	2020-09-30T00:00:00	55,70%	68,95%	32,46%	39,27%	21,22%	18,78%	10,38%	5,80%	8,19%	30,42%
3562	2020-01-10T00:00:00	55,09%	68,63%	32,13%	38,96%	21,28%	18,63%	10,26%	5,98%	8,19%	29,26%
3563	2020-02-10T00:00:00	54,48%	68,26%	31,73%	38,65%	21,28%	18,63%	10,22%	5,31%	8,19%	28,24%
3564	2020-03-10T00:00:00	53,87%	67,89%	31,36%	38,35%	21,28%	18,47%	10,14%	5,33%	8,19%	26,79%
3565	2020-04-10T00:00:00	53,27%	67,51%	30,96%	37,89%	21,28%	18,47%	9,95%	4,87%	8,19%	25,44%
3566	2020-05-10T00:00:00	52,74%	67,09%	30,67%	37,42%	21,22%	18,32%	9,77%	4,53%	8,19%	24,85%
3567	2020-06-10T00:00:00	52,14%	66,71%	30,20%	37,12%	21,28%	18,02%	9,67%	4,09%	8,19%	23,25%
3568	2020-07-10T00:00:00	51,54%	66,29%	29,69%	36,81%	21,22%	18,02%	9,56%	3,78%	8,19%	20,31%
3569	2020-08-10T00:00:00	50,95%	65,92%	29,40%	36,51%	21,28%	17,87%	9,33%	3,93%	8,22%	18,92%
3570	2020-09-10T00:00:00	50,75%	65,65%	30,23%	36,35%	21,68%	18,32%	9,24%	4,38%	8,22%	19,18%
3571	2020-10-10T00:00:00	50,55%	65,44%	30,60%	36,05%	21,85%	18,32%	9,21%	4,80%	8,24%	19,36%
3572	2020-11-10T00:00:00	50,03%	64,96%	30,20%	35,74%	22,02%	18,17%	9,09%	4,98%	8,24%	19,24%
3573	2020-12-10T00:00:00	49,51%	64,53%	29,87%	35,44%	22,02%	18,17%	9,00%	5,00%	8,24%	20,13%
3574	2020-10-13T00:00:00	48,98%	64,05%	29,54%	34,98%	22,02%	18,02%	8,91%	4,95%	8,24%	20,01%
3575	2020-10-14T00:00:00	48,40%	63,68%	29,32%	34,68%	22,14%	17,87%	8,69%	5,21%	8,27%	20,35%
3576	2020-10-15T00:00:00	48,01%	63,36%	28,96%	34,38%	22,14%	17,87%	8,54%	5,56%	8,27%	20,56%
3577	2020-10-16T00:00:00	47,43%	63,11%	28,56%	34,23%	22,20%	17,72%	8,47%	5,51%	8,27%	20,85%
3578	2020-10-17T00:00:00	46,85%	62,93%	28,30%	33,93%	22,20%	17,57%	8,37%	5,62%	8,27%	21,09%
3579	2020-10-18T00:00:00	46,21%	62,71%	27,94%	33,78%	22,20%	17,57%	8,13%	5,46%	8,30%	21,65%
3580	2020-10-19T00:00:00	46,02%	62,59%	29,47%	33,47%	22,20%	17,42%	7,90%	5,59%	8,27%	19,31%
3581	2020-10-20T00:00:00	45,70%	62,45%	29,18%	33,17%	22,20%	17,27%	7,70%	5,14%	8,27%	16,89%
3582	2020-10-21T00:00:00	45,89%	62,52%	30,09%	33,17%	22,37%	17,12%	7,50%	4,93%	8,27%	17,98%
3583	2020-10-22T00:00:00	45,51%	62,37%	29,87%	32,87%	22,61%	16,97%	7,36%	4,66%	8,27%	17,68%
3584	2020-10-23T00:00:00	45,19%	62,19%	29,58%	32,72%	22,72%	16,82%	7,20%	4,60%	8,27%	18,77%
3585	2020-10-24T00:00:00	44,68%	61,97%	29,32%	32,42%	22,61%	16,67%	7,10%	3,97%	8,24%	19,47%
3586	2020-10-25T00:00:00	44,12%	61,75%	28,92%	32,28%	22,55%	16,52%	7,06%	3,58%	8,24%	20,25%
3587	2020-10-26T00:00:00	43,55%	61,53%	28,67%	31,98%	22,55%	16,37%	6,93%	3,76%	8,24%	20,93%
3588	2020-10-27T00:00:00	42,99%	61,35%	28,34%	31,68%	22,55%	16,37%	6,73%	4,00%	8,22%	21,14%
3589	2020-10-28T00:00:00	42,49%	61,13%	28,12%	31,38%	22,61%	16,22%	6,61%	4,21%	8,19%	21,16%
3590	2020-10-29T00:00:00	41,86%	60,94%	27,86%	31,83%	22,49%	17,12%	6,39%	4,53%	8,17%	21,99%
3591	2020-10-30T00:00:00	41,24%	60,72%	27,54%	31,98%	23,08%	16,97%	6,33%	4,68%	8,14%	21,67%
3592	2020-10-31T00:00:00	41,06%	60,57%	27,46%	31,98%	23,79%	17,27%	6,28%	4,56%	8,14%	22,32%
3593	2020-01-11T00:00:00	40,81%	60,39%	27,43%	31,68%	24,03%	17,12%	6,14%	4,33%	7,82%	20,23%
3594	2020-02-11T00:00:00	40,38%	60,17%	27,06%	31,53%	24,15%	16,97%	6,09%	4,21%	7,57%	18,85%
3595	2020-03-11T00:00:00	39,95%	59,91%	26,77%	31,38%	24,21%	16,97%	6,17%	4,09%	7,34%	17,48%
3596	2020-04-11T00:00:00	39,58%	59,62%	26,63%	31,38%	24,39%	16,97%	6,17%	3,76%	6,88%	18,62%
3597	2020-05-11T00:00:00	39,28%	59,51%	27,24%	31,38%	24,94%	17,42%	6,25%	3,34%	6,38%	17,54%
3598	2020-06-11T00:00:00	38,85%	59,40%	27,35%	31,23%	25,06%	17,27%	6,33%	3,47%	6,61%	20,50%
3599	2020-07-11T00:00:00	38,61%	59,29%	27,21%	30,79%	25,06%	17,12%	6,33%	3,56%	6,57%	21,17%
3600	2020-08-11T00:00:00	38,31%	59,10%	26,99%	30,20%	25,12%	17,12%	6,28%	3,72%	6,57%	22,60%
3601	2020-09-11T00:00:00	37,94%	58,85%	26,73%	29,90%	25,12%	16,97%	6,28%	3,82%	6,57%	20,31%
3602	2020-10-11T00:00:00	37,40%	58,63%	26,37%	29,46%	25,68%	16,82%	6,22%	3,97%	6,57%	20,93%
3603	2020-11-11T00:00:00	37,04%	58,37%	26,08%	29,02%	25,99%	16,82%	6,14%	4,33%	6,64%	21,60%
3604	2020-12-11T00:00:00	36,62%	58,11%	25,92%	28,72%	26,36%	16,82%	6,09%	4,58%	6,56%	21,58%
3605	2020-11-13T00:00:00	36,08%	57,78%	25,76%	28,43%	26,68%	16,82%	5,96%	6,51%	6,69%	22,30%
3606	2020-11-14T00:00:00	35,73%	57,52%	25,76%	28,28%	26,99%	16,67%	5,88%	7,12%	6,80%	27,34%
3607	2020-11-15T00:00:00	35,49%	57,34%	25,85%	28,72%	27,38%	16,82%	5,93%	6,96%	6,67%	25,67%
3608	2020-11-16T00:00:00	35,07%	57,08%	25,67%	28,58%	27,63%	16,67%	5,96%	6,66%	6,62%	23,00%
3609	2020-11-17T00:00:00	34,66%	56,83%	25,57%	28,28%	27,89%	16,67%	5,96%	6,63%	6,56%	21,04%
3610	2020-11-18T00:00:00	34,25%	56,61%	25,48%	27,99%	27,82%	16,67%	5,90%	6,48%	6,41%	20,22%
3611	2020-11-19T00:00:00	33,60%	56,38%	25,57%	27,85%	27,89%	16,67%	5,85%	6,29%	6,17%	22,64%
3612	2020-11-20T00:00:00	33,08%	56,09%	25,54%	27,70%	27,82%	16,52%	5,83%	6,40%	6,10%	24,70%
3613	2020-11-21T00:00:00	32,67%	55,83%	25,45%	27,56%	27,95%	16,52%	5,75%	6,48%	6,24%	24,25%
3614	2020-11-22T00:00:00	32,26%	55,69%	25,54%	27,41%	28,21%	16,67%	5,65%	7,06%	6,51%	24,89%
3615	2020-11-23T00:00:00	31,97%	55,69%	25,70%	27,26%	28,54%	16,67%	5,59%	7,26%	6,54%	32,92%
3616	2020-11-24T00:00:00	31,69%	55,50%	25,54%	27,12%	28,73%	16,67%	5,54%	7,14%	6,44%	18,75%
3617	2020-11-25T00:00:00	31,17%	55,32%	25,51%	26,83%	28,67%	16,52%	5,54%	7,19%	6,44%	24,09%
3618	2020-11-26T00:00:00	30,71%	55,14%	25,35%	26,68%	28,80%	16,52%	5,54%	7,09%	6,41%	22,45%
3619	2020-11-27T00:00:00	30,25%	54,99%	25,23%	26,39%	28,93%	16,52%	5,49%	6,87%	6,38%	19,57%
3620	2020-11-28T00:00:00	29,85%	54,69%	25,01%	26,24%	28,93%	16,52%	5,44%	6,54%	6,17%	18,90%
3621	2020-11-29T00:00:00	29,34%	54,44%	24,98%	25,95%	28,99%	16,37%	5,38%	6,40%	6,10%	20,57%
3622	2020-11-30T00:00:00	28,78%	54,18%	24,92%	25,65%	29,06%	16,37%	5,44%	6,18%	6,02%	21,91%
3623	2020-01-12T00:00:00	28,11%	53,94%	24,76%	25,36%	28,99%	16,37%	5,49%	6,26%	6,06%	22,84%
3624	2020-02-12T00:00:00	27,55%	53,74%	24,73%	25,07%	28,93%	16,52%	5,49%	6,08%	5,98%	23,88%
3625	2020-03-12T00:00:00	26,94%	53,54%	24,67%	24,79%	28,86%	16,37%	5,49%	5,96%	6,13%	24,42%
3626	2020-04-12T00:00:00	26,33%	53,22%	24,54%	24,51%	29,12%	16,37%	5,54%	5,62%	5,95%	25,10%
3627	2020-05-12T00:00:00	25,67%	52,97%	24,39%	24,37%	29,12%	16,37%	5,49%	5,38%	5,95%	26,28%
3628	2020-06-12T00:00:00	25,07%	52,67%	24,32%	24,09%	29,06%	16,37%	5,49%	5,36%	5,91%	28,30%
3629	2020-07-12T00:00:00	24,63%	52,42%	24,23%	23,81%	28,93%	16,22%	5,44%	5,16%	5,91%	28,65%
3630	2020-08-12T00:00:00	24,25%	52,16%	24,14%	23,53%	28,86%	16,22%	5,49%	4,60%	6,02%	30,30%
3631	2020-09-12T00:00:00	23,71%	51,90%	23,98%	23,24%	28,73%	16,22%	5,49%	4,48%	6,17%	31,62%
3632	2020-10-12T00:00:00	23,12%	51,61%	23,89%	23,10%	28,60%	16,22%	5,49%	4,38%	6,17%	26,73%
3633	2020-11-12T00:00:00	22,64%	51,39%	23,79%	22,82%	28,54%	16,07%	5,54%	4,04%	6,17%	26,98%
3634	2020-12-12T00:00:00	22,11%	51,09%	23,70%	22,68%	28,41%	16,07%	5,49%	3,70%	6,13%	27,18%
3635	2020-12-13T00:00:00	21,68%	50,87%	23,82%	22,54%	28,47%	16,37%	5,54%	4,04%	6,27%	27,75%
3636	2020-12-14T00:00:00	21,10%	50,62%	23,76%	22,40%	28,34%	16,52%	5,49%	3,42%	6,44%	29,29%
3637	2020-12-15T00:00:00	20,73%	50,40%	23,57%	22,68%	28,41%	17,12%	5,54%	3,76%	6,53%	31,05%
3638	2020-12-16T00:00:00	20,79%	50,47%	24,54%	22,82%	29,58%	16,97%	5,59%	4,06%	6,59%	34,14%
3639	2020-12-17T00:00:00	21,05%	50,47%	24,54%	22,96%	30,31%	16,97%	5,59%	3,80%	6,56%	33,54%
3640	2020-12-18T00:00:00	21,15%	50,40%	24,48%	22,96%	30,51%	17,12%	5,54%	3,76%	6,56%	31,05%
3641	2020-12-19T00:00:00	21,00%	50,25%	24,32%	22,96%	30,58%	17,27%	5,49%	3,68%	6,59%	28,04%
3642	2020-12-20T00:00:00	20,79%	50,06%	24,23%	22,96%	30,58%	17,27%	5,44%	3,32%	6,53%	24,55%
3643	2020-12-21T00:00:00	20,63%	49,84%	24,17%	22,82%	30,58%	17,42%	5,38%	3,44%	6,48%	23,18%
3644	2020-12-22T00:00:00	20,47%	49,62%	24,04%	22,96%	30,78%	17,42%	5,33%	3,93%	6,10%	25,70%
3645	2020-12-23T00:00:00	20,21%	49,40%	23,89%	22,96%	30,78%	17,42%	5,33%	4,35%	5,98%	27,17%
3646	2020-12-24T00:00:00	20,05%	49,22%	23,92%	22,96%	30,78%	17,57%	5,28%	4,72%	5,76%	28,42%
3647	2020-12-25T00:00:00	19,85%	49,04%	23,82%	22,96%	30,72%	17,42%	5,23%	5,02%	5,69%	28,73%
3648	2020-12-26T00:00:00	19,53%	48,78%	23,82%	22,82%	30,65%	17,42%	5,28%	5,33%	5,66%	27,43%
3649	2020-12-27T00:00:00	19,17%	48,52%	23,70%	22,68%	30,65%	17,42%	5,28%	5,94%	5,56%	25,74%
3650	2020-12-28T00:00:00	18,76%	48,34%	23,54%	22,54%	30,58%	17,42%	5,28%	6,06%	5,42%	24,52%
3651	2020-12-29T00:00:00	18,30%	48,04%	23,45%	22,40%	30,45%	17,27%	5,33%	6,26%	5,26%	23,92%
3652	2020-12-30T00:00:00	17,89%	47,79%	23,29%	22,12%	30,18%	17,42%	5,33%	6,74%	4,77%	23,23%
3653	2020-12-31T00:00:00	17,43%	47,49%	23,26%	21,84%	30,05%	17,57%	5,33%	6,99%	4,60%	22,38%
3654	2021-01-01T00:00:00	17,18%	47,20%	23,20%	21,56%	29,91%	17,57%	5,38%	7,28%	4,51%	22,01%
3655	2021-02-01T00:00:00	16,97%	46,94%	23,39%	21,42%	29,91%	17,72%	5,33%	7,21%	4,35%	21,92%
3656	2021-03-01T00:00:00	16,87%	46,72%	23,23%	21,15%	29,91%	17,72%	5,33%	6,80%	4,30%	23,04%
3657	2021-04-01T00:00:00	16,67%	46,46%	23,23%	21,01%	29,85%	17,72%	5,33%	6,60%	4,18%	23,75%
3658	2021-05-01T00:00:00	16,47%	46,17%	23,14%	20,74%	29,72%	17,57%	5,33%	6,48%	4,18%	24,66%
3659	2021-06-01T00:00:00	16,27%	45,88%	22,98%	20,46%	29,58%	17,57%	5,33%	6,37%	4,18%	25,58%
3660	2021-07-01T00:00:00	16,17%	45,58%	22,89%	20,33%	29,52%	17,42%	5,33%	6,16%	4,18%	26,04%
3661	2021-08-01T00:00:00	16,11%	45,36%	22,82%	20,05%	29,45%	17,42%	5,33%	5,89%	4,14%	26,70%
3662	2021-09-01T00:00:00	16,01%	45,03%	22,76%	19,92%	29,32%	17,42%	5,33%	5,62%	4,14%	27,30%
3663	2021-10-01T00:00:00	16,17%	44,88%	23,51%	20,46%	30,05%	18,32%	5,44%	6,60%	4,51%	32,46%
3664	2021-11-01T00:00:00	17,58%	45,66%	26,99%	21,98%	32,62%	19,08%	5,65%	10,52%	6,17%	77,37%
3665	2021-12-01T00:00:00	18,50%	45,80%	27,21%	23,67%	33,18%	20,28%	5,83%	12,56%	7,17%	81,93%
3666	2021-01-13T00:00:00	19,74%	46,17%	29,87%	27,12%	35,51%	23,88%	6,55%	24,60%	12,99%	94,22%
3667	2021-01-14T00:00:00	21,63%	47,16%	30,45%	30,20%	37,11%	27,41%	7,67%	29,85%	14,92%	97,39%
3668	2021-01-15T00:00:00	23,17%	48,04%	30,85%	31,08%	37,70%	28,42%	9,24%	31,92%	15,18%	97,47%
3669	2021-01-16T00:00:00	24,58%	48,37%	31,69%	31,08%	38,81%	28,92%	9,63%	32,85%	15,36%	97,06%
3670	2021-01-17T00:00:00	25,89%	48,78%	32,42%	31,83%	40,47%	29,76%	10,30%	33,69%	15,36%	92,86%
3671	2021-01-18T00:00:00	27,21%	49,26%	33,26%	31,83%	41,55%	30,44%	11,02%	34,41%	15,43%	84,95%
3672	2021-01-19T00:00:00	28,22%	49,40%	33,44%	32,13%	42,01%	30,77%	11,53%	35,27%	15,29%	77,09%
3673	2021-01-20T00:00:00	29,12%	49,48%	33,81%	32,13%	42,09%	30,94%	11,68%	36,21%	15,02%	69,58%
3674	2021-01-21T00:00:00	30,14%	49,51%	33,99%	32,13%	42,32%	30,94%	12,13%	36,50%	14,59%	62,70%
3675	2021-01-22T00:00:00	31,23%	49,62%	34,61%	32,28%	42,63%	31,11%	12,43%	36,57%	14,00%	58,35%
3676	2021-01-23T00:00:00	32,55%	50,32%	35,48%	32,57%	42,87%	31,45%	12,64%	35,40%	13,38%	54,45%
3677	2021-01-24T00:00:00	33,78%	51,02%	35,99%	32,87%	42,95%	31,78%	12,74%	35,53%	12,34%	55,13%
3678	2021-01-25T00:00:00	35,25%	51,35%	36,72%	32,72%	43,03%	31,95%	12,89%	35,40%	11,50%	54,03%
3679	2021-01-26T00:00:00	36,38%	51,53%	38,00%	33,32%	43,66%	32,62%	13,11%	35,66%	11,16%	52,92%
3680	2021-01-27T00:00:00	37,04%	51,57%	38,58%	34,83%	44,21%	34,48%	13,73%	36,14%	10,87%	50,59%
3681	2021-01-28T00:00:00	39,95%	52,60%	44,29%	36,66%	48,74%	38,51%	16,04%	42,34%	13,04%	56,27%
3682	2021-01-29T00:00:00	41,62%	53,38%	45,05%	37,73%	50,06%	40,42%	17,55%	43,11%	13,29%	57,47%
3683	2021-01-30T00:00:00	42,74%	53,77%	45,31%	38,19%	50,47%	41,13%	18,03%	43,76%	12,74%	52,76%
3684	2021-01-31T00:00:00	44,56%	54,18%	45,57%	39,74%	51,65%	43,26%	18,83%	47,58%	13,55%	63,24%
3685	2021-01-02T00:00:00	45,76%	54,69%	49,74%	40,67%	52,07%	44,33%	19,53%	48,56%	13,51%	63,42%
3686	2021-02-02T00:00:00	46,79%	54,84%	50,21%	40,99%	52,15%	44,86%	19,86%	62,40%	19,79%	83,64%
3687	2021-03-02T00:00:00	47,37%	54,88%	50,36%	41,77%	52,41%	45,39%	20,21%	70,52%	21,80%	93,81%
3688	2021-04-02T00:00:00	47,95%	54,88%	50,31%	42,08%	52,32%	45,75%	20,47%	74,70%	22,02%	94,00%
3689	2021-05-02T00:00:00	48,46%	54,84%	50,68%	42,24%	52,32%	46,10%	20,69%	76,90%	22,26%	93,08%
3690	2021-06-02T00:00:00	49,05%	54,80%	50,73%	42,40%	52,15%	46,28%	20,86%	77,21%	22,05%	88,66%
3691	2021-07-02T00:00:00	49,70%	54,66%	50,68%	42,71%	52,07%	46,46%	20,86%	78,09%	21,88%	83,44%
3692	2021-08-02T00:00:00	50,29%	54,55%	51,04%	42,87%	51,99%	46,64%	20,86%	78,33%	21,54%	78,20%
3693	2021-09-02T00:00:00	50,62%	54,44%	51,09%	43,03%	51,82%	46,64%	20,97%	79,59%	21,24%	73,42%
3694	2021-10-02T00:00:00	51,15%	54,25%	51,25%	43,18%	51,73%	46,82%	21,62%	80,16%	20,99%	68,90%
3695	2021-11-02T00:00:00	51,48%	54,04%	51,30%	43,34%	51,65%	46,99%	21,68%	81,22%	20,83%	64,09%
3696	2021-12-02T00:00:00	51,94%	53,90%	51,82%	43,82%	51,73%	47,88%	22,07%	81,89%	20,99%	60,07%
3697	2021-02-13T00:00:00	52,80%	53,87%	52,50%	44,29%	52,49%	48,24%	22,49%	76,48%	25,37%	56,91%
3698	2021-02-14T00:00:00	53,34%	53,77%	52,66%	44,61%	52,58%	48,59%	22,70%	71,31%	28,17%	52,74%
3699	2021-02-15T00:00:00	54,28%	53,84%	53,07%	45,25%	53,09%	49,66%	23,26%	68,23%	30,65%	53,07%
3700	2021-02-16T00:00:00	55,02%	54,11%	53,70%	46,05%	53,86%	50,37%	23,80%	65,63%	31,96%	52,04%
3701	2021-02-17T00:00:00	55,76%	54,40%	54,17%	46,53%	54,37%	50,72%	24,19%	63,69%	32,80%	50,52%
3702	2021-02-18T00:00:00	56,58%	54,77%	54,58%	46,69%	54,71%	51,08%	24,59%	62,30%	33,09%	47,81%
3703	2021-02-19T00:00:00	57,27%	55,10%	55,26%	46,85%	55,06%	51,79%	25,01%	62,40%	34,12%	44,54%
3704	2021-02-20T00:00:00	58,59%	55,65%	56,04%	47,49%	56,01%	52,85%	25,96%	60,29%	34,77%	43,05%
3705	2021-02-21T00:00:00	59,21%	56,05%	56,51%	47,81%	56,71%	53,57%	26,71%	60,29%	34,84%	45,32%
3706	2021-02-22T00:00:00	60,31%	56,53%	57,71%	48,14%	57,41%	54,63%	27,47%	59,49%	35,30%	50,83%
3707	2021-02-23T00:00:00	61,57%	57,38%	59,06%	48,95%	58,02%	55,52%	28,29%	61,34%	35,89%	52,21%
3708	2021-02-24T00:00:00	62,69%	58,41%	60,73%	49,59%	58,38%	56,23%	28,76%	62,68%	36,45%	57,28%
3709	2021-02-25T00:00:00	63,90%	59,43%	62,29%	50,57%	58,73%	56,76%	29,17%	63,47%	37,38%	64,23%
3710	2021-02-26T00:00:00	65,61%	60,87%	63,29%	51,39%	58,82%	57,30%	29,56%	63,06%	37,97%	71,10%
3711	2021-02-27T00:00:00	66,48%	62,01%	63,73%	51,72%	58,73%	57,48%	29,79%	60,68%	38,20%	74,79%
3712	2021-02-28T00:00:00	67,49%	63,04%	63,85%	52,05%	58,64%	57,85%	29,91%	61,17%	39,17%	75,24%
3713	2021-01-03T00:00:00	68,14%	64,00%	64,17%	52,38%	58,64%	58,22%	30,29%	61,77%	40,06%	72,26%
3714	2021-02-03T00:00:00	68,95%	64,91%	65,35%	52,87%	58,55%	58,59%	30,41%	61,42%	40,69%	68,76%
3715	2021-03-03T00:00:00	69,61%	66,02%	65,67%	53,20%	58,55%	58,59%	30,60%	61,01%	41,03%	66,65%
3716	2021-04-03T00:00:00	70,19%	66,77%	65,73%	53,70%	58,46%	58,95%	30,88%	60,68%	41,15%	60,69%
3717	2021-05-03T00:00:00	70,63%	67,51%	65,79%	53,86%	58,20%	59,14%	31,01%	60,44%	40,58%	57,75%
3718	2021-06-03T00:00:00	71,30%	67,67%	66,17%	54,03%	58,02%	59,32%	31,22%	59,35%	40,47%	55,49%
3719	2021-07-03T00:00:00	72,04%	68,26%	66,92%	54,69%	58,11%	59,87%	31,51%	61,95%	41,70%	60,64%
3720	2021-08-03T00:00:00	72,78%	69,16%	67,23%	55,69%	58,29%	60,60%	32,02%	61,25%	42,02%	68,92%
3721	2021-09-03T00:00:00	73,46%	69,75%	67,54%	56,20%	58,20%	60,79%	32,19%	60,92%	42,42%	72,09%
3722	2021-10-03T00:00:00	73,98%	70,44%	67,92%	56,53%	57,93%	60,97%	32,36%	60,60%	42,63%	72,69%
3723	2021-11-03T00:00:00	74,66%	70,65%	68,29%	56,87%	57,93%	61,52%	32,41%	59,99%	42,84%	71,10%
3724	2021-12-03T00:00:00	75,41%	71,56%	68,85%	57,20%	58,11%	61,71%	32,77%	60,68%	44,24%	70,10%
3725	2021-03-13T00:00:00	75,94%	71,98%	68,85%	57,54%	57,85%	62,07%	32,95%	60,22%	44,30%	68,57%
3726	2021-03-14T00:00:00	76,32%	72,62%	69,10%	57,88%	57,76%	62,26%	33,07%	59,91%	44,49%	66,29%
3727	2021-03-15T00:00:00	76,62%	72,78%	69,29%	58,04%	57,58%	62,44%	33,07%	59,42%	44,18%	63,17%
3728	2021-03-16T00:00:00	76,93%	72,83%	69,73%	58,21%	57,41%	62,44%	33,19%	58,12%	43,77%	60,66%
3729	2021-03-17T00:00:00	77,38%	72,94%	70,10%	58,55%	57,49%	62,81%	33,26%	58,54%	44,42%	57,70%
3730	2021-03-18T00:00:00	77,84%	73,31%	70,60%	58,89%	57,41%	62,99%	33,39%	59,21%	45,27%	53,62%
3731	2021-03-19T00:00:00	78,37%	73,95%	70,60%	59,06%	57,23%	62,99%	33,52%	59,28%	46,03%	52,40%
3732	2021-03-20T00:00:00	79,07%	74,43%	70,85%	59,40%	57,23%	63,36%	33,66%	59,05%	46,46%	51,69%
3733	2021-03-21T00:00:00	79,76%	74,80%	71,35%	59,57%	57,23%	63,72%	33,72%	59,49%	46,40%	47,70%
3734	2021-03-22T00:00:00	81,62%	76,66%	73,54%	60,59%	58,20%	64,82%	34,43%	57,88%	45,69%	44,66%
3735	2021-03-23T00:00:00	83,57%	78,05%	76,98%	62,13%	59,62%	66,84%	35,18%	59,42%	46,86%	47,39%
3736	2021-03-24T00:00:00	85,22%	80,55%	79,39%	64,02%	61,77%	68,86%	36,04%	60,60%	47,78%	55,72%
3737	2021-03-25T00:00:00	86,57%	82,36%	79,39%	65,06%	63,13%	69,59%	36,76%	60,92%	49,28%	61,18%
3738	2021-03-26T00:00:00	87,69%	83,74%	83,03%	65,24%	63,77%	69,96%	37,17%	61,68%	50,25%	67,14%
3739	2021-03-27T00:00:00	88,41%	84,91%	83,54%	65,58%	63,86%	70,15%	37,61%	60,44%	50,97%	67,35%
3740	2021-03-28T00:00:00	89,04%	85,98%	83,98%	65,76%	64,04%	70,33%	37,90%	60,44%	51,24%	66,83%
3741	2021-03-29T00:00:00	89,74%	86,83%	84,49%	66,11%	63,95%	70,51%	37,90%	60,44%	51,31%	66,14%
3742	2021-03-30T00:00:00	90,19%	87,47%	84,71%	66,28%	63,86%	70,70%	38,30%	59,56%	51,38%	64,36%
3743	2021-03-31T00:00:00	90,60%	88,00%	85,07%	67,33%	64,04%	71,80%	38,69%	59,14%	51,38%	62,98%
3744	2021-01-04T00:00:00	91,01%	88,42%	85,36%	67,86%	64,04%	72,35%	38,89%	58,12%	51,45%	60,93%
3745	2021-02-04T00:00:00	91,41%	88,80%	85,36%	68,38%	63,95%	72,53%	39,20%	57,47%	51,45%	58,49%
3746	2021-03-04T00:00:00	91,74%	89,06%	85,88%	68,73%	63,95%	72,71%	39,38%	57,32%	51,04%	55,84%
3747	2021-04-04T00:00:00	91,82%	89,43%	86,09%	68,91%	63,77%	72,90%	39,51%	56,38%	50,97%	54,61%
3748	2021-05-04T00:00:00	92,23%	89,59%	87,13%	69,79%	63,86%	73,45%	39,64%	64,22%	55,01%	67,35%
3749	2021-06-04T00:00:00	93,22%	90,77%	88,71%	70,86%	65,05%	74,00%	40,25%	66,10%	58,19%	80,31%
3750	2021-07-04T00:00:00	93,88%	91,51%	89,46%	71,39%	65,15%	74,37%	40,39%	66,76%	60,39%	84,71%
3751	2021-08-04T00:00:00	94,29%	91,75%	89,63%	72,10%	65,24%	74,92%	40,75%	68,08%	64,03%	84,04%
3752	2021-09-04T00:00:00	95,54%	93,00%	92,46%	73,53%	66,26%	75,28%	41,37%	69,32%	67,95%	91,52%
3753	2021-10-04T00:00:00	96,54%	94,06%	93,38%	74,43%	66,72%	75,84%	41,77%	71,00%	69,36%	90,88%
